nodeID,xcoord,ycoord,floor,building,nodeType,longName,shortName,teamAssigned,xcoord3d,ycoord3d
BHALL00202,2279.0,902.0,02,45 Francis,HALL,Hallway Intersection 2 Level 2,Hallway B0202,Team B,2153.0,1387.0
BHALL00302,2238.0,1028.0,02,45 Francis,HALL,Hallway Intersection 3 Level 2,Hallway B0302,Team B,2078.0,1451.0
BHALL00402,2246.0,1280.0,02,45 Francis,HALL,Hallway Intersection 4 Level 2,Hallway B0402,Team B,1990.0,1591.0
BHALL00502,2385.0,902.0,02,45 Francis,HALL,Hallway Intersection 5 Level 2,Hallway B0502,Team B,2226.0,1428.0
BHALL00602,2605.0,902.0,02,45 Francis,HALL,Hallway Intersection 6 Level 2,Hallway B0602,Team B,2390.0,1487.0
BHALL00702,2672.0,902.0,02,45 Francis,HALL,Hallway Intersection 7 Level 2,Hallway B0702,Team B,2448.0,1507.0
BHALL00802,2605.0,783.0,02,45 Francis,HALL,Hallway Intersection 8 Level 2,Hallway B0802,Team B,2430.0,1419.0
BHALL00902,2330.0,590.0,02,45 Francis,HALL,Hallway Intersection 9 Level 2,Hallway B0902,Team B,2341.0,1180.0
BHALL01002,2713.0,902.0,02,45 Francis,HALL,Hallway Intersection 10 Level 2,Hallway B1002,Team B,2475.0,1517.0
BHALL01102,2912.0,903.0,02,45 Francis,HALL,Hallway Intersection 11 Level 2,Hallway B1102,Team B,2616.0,1557.0
BHALL01202,2945.0,902.0,02,45 Francis,HALL,Hallway Intersection 12 Level 2,Hallway B1202,Team B,2647.0,1566.0
BHALL01302,3135.0,890.0,02,45 Francis,HALL,Hallway Intersection 13 Level 2,Hallway B1302,Team B,2795.0,1615.0
BHALL01402,3296.0,880.0,02,45 Francis,HALL,Hallway Intersection 14 Level 2,Hallway B1402,Team B,2907.0,1652.0
BHALL01502,2672.0,820.0,02,45 Francis,HALL,Hallway Intersection 15 Level 2,Hallway B1502,Team B,2481.0,1455.0
BHALL01602,2721.0,750.0,02,45 Francis,HALL,Hallway Intersection 16 Level 2,Hallway B1602,Team B,2535.0,1430.0
BHALL01702,2945.0,710.0,02,45 Francis,HALL,Hallway Intersection 17 Level 2,Hallway B1702,Team B,2707.0,1466.0
BHALL01802,2610.0,953.0,02,45 Francis,HALL,Hallway Intersection 18 Level 2,Hallway B1802,Team B,2373.0,1519.0
BHALL01902,2678.0,1032.0,02,45 Francis,HALL,Hallway Intersection 19 Level 2,Hallway B1902,Team B,2409.0,1577.0
BHALL02002,2761.0,1032.0,02,45 Francis,HALL,Hallway Intersection 20 Level 2,Hallway B2002,Team B,2458.0,1593.0
BHALL02102,2841.0,1032.0,02,45 Francis,HALL,Hallway Intersection 21 Level 2,Hallway B2102,Team B,2511.0,1611.0
BHALL02202,2900.0,985.0,02,45 Francis,HALL,Hallway Intersection 22 Level 2,Hallway B2202,Team B,2575.0,1609.0
BHALL02302,2912.0,963.0,02,45 Francis,HALL,Hallway Intersection 23 Level 2,Hallway B2302,Team B,2592.0,1601.0
BHALL02502,3163.0,945.0,02,45 Francis,HALL,Hallway Intersection 25 Level 2,Hallway B2502,Team B,2790.0,1658.0
BHALL02602,3296.0,945.0,02,45 Francis,HALL,Hallway Intersection 26 Level 2,Hallway B2602,Team B,2884.0,1690.0
BHALL02702,3296.0,1043.0,02,45 Francis,HALL,Hallway Intersection 27 Level 2,Hallway B2702,Team B,2867.0,1724.0
BHALL02802,3063.0,1043.0,02,45 Francis,HALL,Hallway Intersection 28 Level 2,Hallway B2802,Team B,2678.0,1654.0
BHALL02902,2782.0,1091.0,02,45 Francis,HALL,Hallway Intersection 29 Level 2,Hallway B2902,Team B,2451.0,1637.0
BHALL03002,2782.0,1165.0,02,45 Francis,HALL,Hallway Intersection 30 Level 2,Hallway B3002,Team B,2428.0,1670.0
BHALL03102,2554.0,1280.0,02,45 Francis,HALL,Hallway Intersection 31 Level 2,Hallway B3102,Team B,2216.0,1673.0
BHALL03202,2554.0,1472.0,02,45 Francis,HALL,Hallway Intersection 32 Level 2,Hallway B3202,Team B,2140.0,1781.0
BINFO00102,2962.0,963.0,02,45 Francis,INFO,Information Desk Level 2,INFO B0102,Team B,2630.0,1614.0
BINFO00202,3136.0,963.0,02,45 Francis,INFO,Valet Service Level 2,INFO B0202,Team B,2756.0,1651.0
BLABS00102,2246.0,1350.0,02,45 Francis,LABS,Vascular Diagnostic Lab,Labs B0102,Team B,1958.0,1641.0
BLABS00202,2945.0,995.0,02,45 Francis,LABS,Outpatient Specimen Collection,Labs B0202,Team B,2598.0,1618.0
BREST00102,2177.0,1010.0,02,45 Francis,REST,Restroom 1 Level 2,REST B0102,Team B,2034.0,1424.0
BREST00202,2605.0,841.0,02,45 Francis,REST,Restroom 2 Level 2,REST B0202,Team B,2410.0,1454.0
BREST00302,2225.0,1280.0,02,45 Francis,REST,Restroom 3 Level 2,REST B0302,Team B,1975.0,1585.0
BREST00402,2554.0,1389.0,02,45 Francis,REST,Restroom 4 Level 2,REST B0402,Team B,2181.0,1728.0
BREST00502,2782.0,1152.0,02,45 Francis,REST,Restroom 5 Level 2,REST B0502,Team B,2434.0,1661.0
BSERV00102,2853.0,1067.0,02,45 Francis,SERV,Patient Financial Services,SERV B0102,Team B,2522.0,1643.0
BSTAI00102,2177.0,902.0,02,45 Francis,STAI,Staircase Intersection 1 Level 2,Stair B0102,Team B,2066.0,1358.0
BSTAI00202,2279.0,827.0,02,45 Francis,STAI,Staircase Intersection 2 Level 2,Stair B0202,Team B,2169.0,1365.0
BSTAI00302,2554.0,783.0,02,45 Francis,STAI,Staircase Intersection 3 Level 2,Stair B0302,Team B,2395.0,1406.0
BSTAI00502,2945.0,840.0,02,45 Francis,STAI,Staircase Intersection 5 Level 2,Stair B0502,Team B,2661.0,1537.0
BSTAI00602,3217.0,886.0,02,45 Francis,STAI,Staircase Intersection 6 Level 2,Stair B0602,Team B,2850.0,1636.0
BSTAI00702,2811.0,1165.0,02,45 Francis,STAI,Staircase Intersection 7 Level 2,Stair B0702,Team B,2451.0,1678.0
BSTAI00802,2554.0,1316.0,02,45 Francis,STAI,Staircase Intersection 8 Level 2,Stair B0802,Team B,2206.0,1692.0
BSTAI00902,2190.0,1280.0,02,45 Francis,STAI,Staircase Intersection 9 Level 2,Stair B0902,Team B,1951.0,1576.0
BSTAI01002,2238.0,932.0,02,45 Francis,STAI,Staircase Intersection 10 Level 2,Stair B1002,Team B,2110.0,1403.0
BHALL03302,2782.0,1280.0,02,45 Francis,HALL,Hallway Intersection 33 Level 2,Hallway B3302,Team B,2384.0,1733.0
BHALL03402,2166.0,1028.0,02,45 Francis,HALL,Hallway Intersection 34 Level 2,Hallway B3402,Team B,2026.0,1430.0
BHALL03502,2246.0,1028.0,02,45 Francis,HALL,Hallway Intersection 35 Level 2,Hallway B3502,Team B,2085.0,1453.0
BDEPT00102,2260.0,786.0,02,45 Francis,DEPT,Comprehensive Breast Heath,DEPT B0102,Team B,2186.0,1322.0
BHALL03602,2279.0,762.0,02,45 Francis,HALL,Hallway Intersection 36 Level 2,Hallway B3602,Team B,2200.0,1315.0
BHALL03702,2322.0,641.0,02,45 Francis,HALL,Hallway Intersection 37 Level 2,Hallway B3702,Team B,2288.0,1262.0
BHALL04102,2678.0,1067.0,02,45 Francis,HALL,Hallway Intersection 41 Level 2,Hallway B04102,Team B,2401.0,1595.0
BHALL04202,2761.0,1067.0,02,45 Francis,HALL,Hallway Intersection 42 Level 2,Hallway B04202,Team B,2440.0,1632.0
BHALL04302,2782.0,1067.0,02,45 Francis,HALL,Hallway Intersection 43 level 2,Hallway B04302,Team B,2451.0,1637.0
BHALL04402,3063.0,963.0,02,45 Francis,HALL,Hallway Intersection 44 Level 2,Hallway B4402,Team B,2694.0,1632.0
CCONF001L1,2255.0,850.0,L1,45 Francis,CONF,Anesthesia Conf Floor L1,Conf C001L1,Team C,2168.0,1415.0
CCONF002L1,2665.0,1043.0,L1,45 Francis,CONF,Medical Records Conference Room Floor L1,Conf C002L1,Team C,2393.0,1627.0
CCONF003L1,2445.0,1245.0,L1,45 Francis,CONF,Abrams Conference Room,Conf C003L1,Team C,2162.0,1678.0
CDEPT002L1,1980.0,845.0,L1,Tower,DEPT,Day Surgery Family Waiting Floor L1,Department C002L1,Team C,1970.0,1339.0
CDEPT003L1,1845.0,845.0,L1,Tower,DEPT,Day Surgery Family Waiting Exit Floor L1,Department C003L1,Team C,1871.0,1303.0
CDEPT004L1,2310.0,1043.0,L1,45 Francis,DEPT,Medical Records Film Library Floor L1,Department C004L1,Team C,2137.0,1533.0
CHALL001L1,1732.0,925.0,L1,Tower,HALL,Hallway 1 Floor L1,Hallway C001L1,Team C,1758.0,1305.0
CHALL001L2,2360.0,855.0,L2,45 Francis,HALL,Hallway K Elevator Floor L2,Hallway C001L2,Team C,2244.0,1473.0
CHALL002L1,2445.0,1043.0,L1,45 Francis,HALL,Hallway 2 Floor L1,Hallway C002L1,Team C,2235.0,1569.0
CHALL002L2,2270.0,905.0,L2,45 Francis,HALL,Hallway 2 Floor L2,Hallway C002L2,Team C,2164.0,1478.0
CHALL003L1,2445.0,1285.0,L1,45 Francis,HALL,Hallway 3 Floor L1,Hallway C003L1,Team C,2147.0,1699.0
CHALL003L2,2215.0,905.0,L2,45 Francis,HALL,Hallway 3 Floor L2,Hallway C003L2,Team C,2126.0,1464.0
CHALL004L1,2770.0,1070.0,L1,45 Francis,HALL,Hallway 4 Floor L1,Hallway C004L1,Team C,2458.0,1668.0
CHALL004L2,2130.0,905.0,L2,45 Francis,HALL,Hallway 4 Floor L2,Hallway C004L2,Team C,2062.0,1440.0
CHALL005L1,1750.0,1285.0,L1,Tower,HALL,Hallway 5 Floor L1,Hallway C005L1,Team C,1636.0,1515.0
CHALL005L2,1745.0,1280.0,L2,Tower,HALL,Hallway 5 Floor L2,Hallway C005L2,Team C,1642.0,1537.0
CHALL006L1,2130.0,1285.0,L1,Tower,HALL,Hallway 6 Floor L1,Hallway C006L1,Team C,1917.0,1616.0
CHALL006L2,1745.0,1010.0,L2,Tower,HALL,Hallway 6 Floor L2,Hallway C006L2,Team C,1745.0,1400.0
CHALL007L1,2130.0,1045.0,L1,Tower,HALL,Hallway 7 Floor L1,Hallway C007L1,Team C,2006.0,1487.0
CHALL007L2,1730.0,1010.0,L2,Tower,HALL,Hallway 7 Floor L2,Hallway C007L2,Team C,1730.0,1392.0
CHALL008L1,2215.0,1045.0,L1,45 Francis,HALL,Hallway 8 Floor L1,Hallway C008L1,Team C,2068.0,1509.0
CHALL008L2,1730.0,925.0,L2,Tower,HALL,Hallway 8 Floor L2,Hallway C008L2,Team C,1774.0,1326.0
CHALL009L1,2220.0,905.0,L1,45 Francis,HALL,Hallway 9 Floor L1,Hallway C009L1,Team C,2122.0,1436.0
CHALL009L2,1730.0,850.0,L2,Tower,HALL,Hallway 9 Floor L2,Hallway C009L2,Team C,1794.0,1300.0
CHALL010L1,2265.0,905.0,L1,45 Francis,HALL,Hallway 10 Floor L1,Hallway C010L1,Team C,2155.0,1448.0
CHALL010L2,2130.0,850.0,L2,Tower,HALL,Hallway 10 Floor L2,Hallway C010L2,Team C,2084.0,1404.0
CHALL011L1,2360.0,850.0,L1,45 Francis,HALL,Hallway 11 Floor L1,Hallway C011L1,Team C,2243.0,1443.0
CHALL012L1,2130.0,905.0,L1,45 Francis,HALL,Hallway 12 Floor L1,Hallway C012L1,Team C,2057.0,1411.0
CHALL013L1,2130.0,845.0,L1,45 Francis,HALL,Hallway 13 Floor L1,Hallway C013L1,Team C,2079.0,1380.0
CHALL014L1,1845.0,925.0,L1,Tower,HALL,Hallway 14 Floor L1,Hallway C014L1,Team C,1845.0,1335.0
CHALL015L1,2300.0,850.0,L1,45 Francis,HALL,Hallway 15 Floor L1,Hallway C015L1,Team C,2200.0,1427.0
CLABS001L1,1965.0,1285.0,L1,Tower,LABS,Outpatient Fluoroscopy Floor L1,Lab C001L1,Team C,1796.0,1573.0
CLABS001L2,2300.0,855.0,L2,45 Francis,LABS,Radiation Oncology TX Suite Floor L2,Lab C001L2,Team C,2205.0,1458.0
CLABS002L1,1750.0,1090.0,L1,Tower,LABS,Pre-Op PACU Floor L1,Lab C002L1,Team C,1709.0,1409.0
CLABS002L2,2215.0,1280.0,L2,45 Francis,LABS,Radiation Oncology Floor L2,Lab C002L2,Team C,1994.0,1668.0
CLABS003L1,2290.0,1285.0,L1,45 Francis,LABS,Nuclear Medicine Floor L1,Lab C003L1,Team C,2035.0,1659.0
CLABS004L1,2320.0,1285.0,L1,45 Francis,LABS,Ultrasound Floor L1,Lab C004L1,Team C,2056.0,1667.0
CLABS005L1,2770.0,1285.0,L1,45 Francis,LABS,CSIR MRI Floor L1,Lab C005L1,Team C,2381.0,1783.0
CREST001L1,1732.0,1020.0,L1,Tower,REST,Restroom L Elevator Floor L1,Restroom C001L1,Team C,1722.0,1366.0
CREST001L2,2300.0,885.0,L2,45 Francis,REST,Restroom K Elevator Floor L2,Restroom C001L2,Team C,2192.0,1475.0
CREST002L1,2065.0,1285.0,L1,Tower,REST,Restroom M Elevator Floor L1,Restroom C002L1,Team C,1870.0,1599.0
CREST002L2,1930.0,1280.0,L2,45 Francis,REST,Restroom L Elevator Floor L2,Restroom C002L2,Team C,1796.0,1594.0
CREST003L1,2300.0,880.0,L1,45 Francis,REST,Restroom K Elevator Floor L1,Restroom C003L1,Team C,2189.0,1443.0
CREST004L1,2770.0,1160.0,L1,45 Francis,REST,Restroom H Elevator Floor L1,Restroom C004L1,Team C,2426.0,1716.0
CRETL001L1,2185.0,905.0,L1,45 Francis,RETL,Vending Machine 1 L1,Retail C001L1,Team C,2097.0,1426.0
CSERV001L1,2490.0,1043.0,L1,45 Francis,SERV,Volunteers Floor L1,Service C001L1,Team C,2267.0,1581.0
CSERV001L2,2015.0,1280.0,L2,45 Francis,SERV,Interpreter Services Floor L2,Service C001L2,Team C,1842.0,1613.0
DELEV00A02,4550.0,375.0,02,15 Francis,ELEV,Elevator A Floor 2,Elevator A2,Team D,4030.0,1705.0
DELEV00B02,4155.0,650.0,02,15 Francis,ELEV,Elevator B Floor 2,Elevator B2,Team D,3625.0,1740.0
DELEV00C02,3955.0,885.0,02,15 Francis,ELEV,Elevator C Floor 2,Elevator C2,Team D,3380.0,1835.0
DELEV00D02,3475.0,760.0,02,15 Francis,ELEV,Elevator D Floor 2,Elevator D2,Team D,3080.0,1635.0
DREST00102,4125.0,625.0,02,15 Francis,REST,Restroom B elevator Floor 2,Restroom B,Team D,3600.0,1740.0
DREST00202,3895.0,695.0,02,15 Francis,REST,Restroom C elevator Floor 2,Restroom C,Team D,3400.0,1725.0
DREST00302,3635.0,830.0,02,15 Francis,REST,Restroom C-D elevator Floor 2,Restroom C-D,Team D,3170.0,1730.0
DREST00402,3525.0,850.0,02,15 Francis,REST,Restroom D elevator Floor 2,Restroom D,Team D,3070.0,1710.0
DINFO00102,4210.0,630.0,02,15 Francis,INFO,15 Francis Security Desk Floor 2,Information Desk,Team D,3670.0,1765.0
DINFO00202,3490.0,825.0,02,15 Francis,INFO,Security Desk Thorn Floor 2,Security Desk,Team D,3050.0,1675.0
DDEPT00102,4330.0,700.0,02,15 Francis,DEPT,Chest Diseases Floor 2,Chest Diseases,Team D,3715.0,1840.0
DDEPT00202,4240.0,730.0,02,15 Francis,DEPT,Thoracic Surgery Clinic Floor 2,Thoracic Surgery Clinic,Team D,3655.0,1835.0
DDEPT00302,3900.0,640.0,02,15 Francis,DEPT,Brigham Health Floor 2,Brigham Health,Team D,3440.0,1660.0
DDEPT00402,3425.0,870.0,02,15 Francis,DEPT,Waiting Room Floor 2,Waiting Room,Team D,3000.0,1685.0
DLABS00102,3830.0,775.0,02,15 Francis,LABS,MRI Associates Floor 2,MRI Associates,Team D,3330.0,1745.0
DCONF00102,4595.0,550.0,02,15 Francis,CONF,Carrie M. Hall Conference Center Floor 2,Conference Center,Team D,3960.0,1825.0
DRETL00102,4270.0,480.0,02,15 Francis,RETL,Pats Place Floor 2,Pats Place,Team D,3765.0,1710.0
DEXIT00102,4295.0,750.0,02,15 Francis,EXIT,15 Lobby Entrance Floor 2,15 Lobby Entrance,Team D,3680.0,1845.0
DSTAI00102,4650.0,675.0,02,15 Francis,STAI,Staircase1 Floor2,Staircase1,Team D,3965.0,1905.0
DSTAI00202,4330.0,580.0,02,15 Francis,STAI,Staircase2 Floor2,Staircase2,Team D,3770.0,1760.0
DSTAI00302,4250.0,440.0,02,15 Francis,STAI,Staircase3 Floor2,Staircase3,Team D,3770.0,1680.0
DSTAI00402,4175.0,620.0,02,15 Francis,STAI,Staircase4 Floor2,Staircase4,Team D,3640.0,1760.0
DSTAI00502,4065.0,630.0,02,15 Francis,STAI,Staircase5 Floor2,Staircase5,Team D,3560.0,1720.0
DSTAI00602,3950.0,865.0,02,15 Francis,STAI,Staircase6 Floor2,Staircase6,Team D,3380.0,1835.0
DSTAI00702,3855.0,565.0,02,15 Francis,STAI,Staircase7 Floor2,Staircase7,Team D,3430.0,1645.0
DSTAI00802,3535.0,645.0,02,15 Francis,STAI,Staircase8 Floor2,Staircase8,Team D,3175.0,1585.0
DHALL00102,4770.0,1140.0,02,15 Francis,HALL,Hallway 1 Floor 2,Hallway D0102,Team D,3890.0,2175.0
DHALL00202,4750.0,1080.0,02,15 Francis,HALL,Hallway 2 Floor 2,Hallway D0202,Team D,3895.0,2155.0
DHALL00302,4725.0,995.0,02,15 Francis,HALL,Hallway 3 Floor 2,Hallway D0302,Team D,3910.0,2105.0
DHALL00402,4785.0,975.0,02,15 Francis,HALL,Hallway 4 Floor 2,Hallway D0402,Team D,3945.0,2105.0
DHALL00502,4705.0,925.0,02,15 Francis,HALL,Hallway 5 Floor 2,Hallway D0502,Team D,3920.0,2060.0
DHALL00602,4690.0,870.0,02,15 Francis,HALL,Hallway 6 Floor 2,Hallway D0602,Team D,3930.0,2025.0
DHALL00702,4675.0,820.0,02,15 Francis,HALL,Hallway 7 Floor 2,Hallway D0702,Team D,3935.0,1995.0
DHALL00802,4660.0,770.0,02,15 Francis,HALL,Hallway 8 Floor 2,Hallway D0802,Team D,3945.0,1965.0
DHALL00902,4635.0,680.0,02,15 Francis,HALL,Hallway 9 Floor 2,Hallway D0902,Team D,3955.0,1905.0
DHALL01002,4625.0,650.0,02,15 Francis,HALL,Hallway 10 Floor 2,Hallway D1002,Team D,3960.0,1890.0
DHALL01102,4605.0,655.0,02,15 Francis,HALL,Hallway 11 Floor 3,Hallway D1102,Team D,3935.0,1885.0
DHALL01202,4570.0,555.0,02,15 Francis,HALL,Hallway 12 Floor 3,Hallway D1202,Team D,3950.0,1825.0
DHALL01302,4545.0,460.0,02,15 Francis,HALL,Hallway 13 Floor 3,Hallway D1302,Team D,3965.0,1775.0
DHALL01402,4570.0,455.0,02,15 Francis,HALL,Hallway 14 Floor 3,Hallway D1402,Team D,3990.0,1775.0
DHALL01502,4480.0,580.0,02,15 Francis,HALL,Hallway 15 Floor 3,Hallway D1502,Team D,3890.0,1815.0
DHALL01602,4390.0,605.0,02,15 Francis,HALL,Hallway 16 Floor 3,Hallway D1602,Team D,3835.0,1805.0
DHALL01702,4385.0,585.0,02,15 Francis,HALL,Hallway 17 Floor 3,Hallway D1702,Team D,3835.0,1790.0
DHALL01802,4340.0,625.0,02,15 Francis,HALL,Hallway 18 Floor 3,Hallway D1802,Team D,3755.0,1780.0
DHALL01902,4310.0,585.0,02,15 Francis,HALL,Hallway 19 Floor 3,Hallway D1902,Team D,3755.0,1765.0
DHALL02002,4295.0,530.0,02,15 Francis,HALL,Hallway 20 Floor 3,Hallway D2002,Team D,3760.0,1735.0
DHALL02102,4280.0,475.0,02,15 Francis,HALL,Hallway 21 Floor 4,Hallway D2102,Team D,3765.0,1705.0
DHALL02202,4270.0,440.0,02,15 Francis,HALL,Hallway 22 Floor 4,Hallway D2202,Team D,3775.0,1680.0
DHALL02302,4280.0,435.0,02,15 Francis,HALL,Hallway 23 Floor 4,Hallway D2302,Team D,3785.0,1685.0
DHALL02402,4295.0,475.0,02,15 Francis,HALL,Hallway 24 Floor 4,Hallway D2402,Team D,3780.0,1700.0
DHALL02502,4285.0,715.0,02,15 Francis,HALL,Hallway 25 Floor 4,Hallway D2502,Team D,3685.0,1835.0
DHALL02602,4270.0,650.0,02,15 Francis,HALL,Hallway 26 Floor 4,Hallway D2602,Team D,3695.0,1790.0
DHALL02702,4220.0,660.0,02,15 Francis,HALL,Hallway 27 Floor 4,Hallway D2702,Team D,3670.0,1790.0
DHALL02802,4185.0,665.0,02,15 Francis,HALL,Hallway 28 Floor 4,Hallway D2802,Team D,3610.0,1775.0
DHALL02902,4140.0,680.0,02,15 Francis,HALL,Hallway 29 Floor 4,Hallway D2902,Team D,3590.0,1775.0
DHALL03002,4130.0,650.0,02,15 Francis,HALL,Hallway 30 Floor 4,Hallway D3002,Team D,3590.0,1750.0
DHALL03102,4020.0,715.0,02,15 Francis,HALL,Hallway 31 Floor 5,Hallway D3102,Team D,3500.0,1765.0
DHALL03202,4000.0,645.0,02,15 Francis,HALL,Hallway 32 Floor 5,Hallway D3202,Team D,3510.0,1715.0
DHALL03302,3925.0,740.0,02,15 Francis,HALL,Hallway 33 Floor 5,Hallway D3302,Team D,3420.0,1755.0
